Sales Orders 2017
Order ID;Order Date;Shipping Date;Ship Mode;Customer ID;Product ID;Quantity;Purchasing Price;Planned Sales Price;Discount
CA-2017-114412;15/4/2017;20/4/2017;Standard Class;AA-10480;OFF-PA-10002365;3;9.3312000000000008;15.552000000000003;0.04
US-2017-156909;16/7/2017;18/7/2017;Second Class;SF-20065;FUR-CH-10002774;2;35.685999999999993;71.371999999999986;0.05
CA-2017-107727;19/10/2017;23/10/2017;Second Class;MA-17560;OFF-PA-10000249;3;14.736000000000001;29.472000000000001;0
CA-2017-120999;10/9/2017;15/9/2017;Standard Class;LC-16930;TEC-PH-10004093;4;80.942400000000006;147.16800000000001;0
CA-2017-139619;19/9/2017;23/9/2017;Standard Class;ES-14080;OFF-ST-10003282;2;47.808;95.616;0
CA-2017-114440;14/9/2017;17/9/2017;Second Class;TB-21520;OFF-PA-10004675;3;10.477499999999999;19.049999999999997;0
US-2017-118038;9/12/2017;11/12/2017;First Class;KB-16600;OFF-BI-10004182;3;0.81119999999999992;1.2479999999999998;0
US-2017-118038;9/12/2017;11/12/2017;First Class;KB-16600;FUR-FU-10000260;3;5.8247999999999998;9.7080000000000002;0
US-2017-118038;9/12/2017;11/12/2017;First Class;KB-16600;OFF-ST-10000615;3;19.068000000000001;27.240000000000002;0
US-2017-119662;13/11/2017;16/11/2017;First Class;CS-12400;OFF-ST-10003656;3;115.188;230.376;0
CA-2017-140088;28/5/2017;30/5/2017;Second Class;PO-18865;FUR-CH-10000863;2;196.274;301.95999999999998;0
CA-2017-155558;26/10/2017;2/11/2017;Standard Class;PG-18895;TEC-AC-10001998;1;11.993999999999998;19.989999999999998;0
CA-2017-155558;26/10/2017;2/11/2017;Standard Class;PG-18895;OFF-LA-10000134;2;4.3119999999999994;6.16;0
US-2017-109484;6/11/2017;12/11/2017;Standard Class;RB-19705;OFF-BI-10004738;1;3.6933000000000011;5.6820000000000013;0
CA-2017-161018;9/11/2017;11/11/2017;Second Class;PN-18775;FUR-FU-10000629;7;57.917999999999999;96.53;0
CA-2017-157833;17/6/2017;20/6/2017;First Class;KD-16345;OFF-BI-10001721;3;35.918399999999998;51.311999999999998;0
CA-2017-119004;23/11/2017;28/11/2017;Standard Class;JM-15250;TEC-AC-10003499;8;44.467200000000005;74.112000000000009;0
CA-2017-119004;23/11/2017;28/11/2017;Standard Class;JM-15250;TEC-PH-10002844;1;19.5944;27.992000000000004;0
CA-2017-146780;25/12/2017;30/12/2017;Standard Class;CV-12805;FUR-FU-10001934;2;25.175999999999998;41.96;0
US-2017-107272;5/11/2017;12/11/2017;Standard Class;TS-21610;OFF-BI-10003274;2;1.4328000000000001;2.3880000000000003;0
US-2017-107272;5/11/2017;12/11/2017;Standard Class;TS-21610;OFF-ST-10002974;7;170.7944;243.99200000000002;0
US-2017-164147;2/2/2017;5/2/2017;First Class;DW-13585;TEC-PH-10002293;5;35.981999999999992;59.969999999999992;0
US-2017-164147;2/2/2017;5/2/2017;First Class;DW-13585;OFF-PA-10002377;2;43.067200000000007;78.304000000000002;0
US-2017-164147;2/2/2017;5/2/2017;First Class;DW-13585;OFF-FA-10002780;9;12.8736;21.456;0
CA-2017-106180;18/9/2017;23/9/2017;Standard Class;SH-19975;OFF-AR-10000940;3;4.8510000000000009;8.82;0
CA-2017-106180;18/9/2017;23/9/2017;Standard Class;SH-19975;OFF-EN-10004030;3;6.5159999999999991;10.86;0
CA-2017-106180;18/9/2017;23/9/2017;Standard Class;SH-19975;OFF-PA-10004327;3;71.849999999999994;143.69999999999999;0
CA-2017-155376;22/12/2017;27/12/2017;Standard Class;SG-20080;OFF-AP-10001058;3;419.71500000000003;839.43000000000006;0
US-2017-152366;21/4/2017;25/4/2017;Second Class;SJ-20500;OFF-AP-10002684;4;58.358399999999989;97.263999999999982;0.09
CA-2017-107720;6/11/2017;13/11/2017;Standard Class;VM-21685;OFF-ST-10001414;3;32.381999999999998;46.26;0.09
US-2017-124303;6/7/2017;13/7/2017;Standard Class;FH-14365;OFF-BI-10000343;2;2.0622000000000003;2.9460000000000006;0.070000000000000007
US-2017-124303;6/7/2017;13/7/2017;Standard Class;FH-14365;OFF-PA-10002749;3;10.436400000000001;16.056000000000001;0.05
CA-2017-105074;24/6/2017;29/6/2017;Standard Class;MB-17305;OFF-PA-10002666;3;13.046400000000002;21.744000000000003;0.06
US-2017-116701;17/12/2017;21/12/2017;Second Class;LC-17140;OFF-AP-10003217;2;33.141999999999996;66.283999999999992;0.05
CA-2017-126382;3/6/2017;7/6/2017;Standard Class;HK-14890;FUR-FU-10002960;7;17.584000000000003;35.168000000000006;0.05
CA-2017-108329;9/12/2017;14/12/2017;Standard Class;LE-16810;TEC-PH-10001918;4;289.09920000000005;444.76800000000003;0.04
CA-2017-135860;1/12/2017;7/12/2017;Standard Class;JH-15985;OFF-ST-10000642;4;50.351999999999997;83.92;0.05
