Sales Report 2016
Order ID;Order Date;Shipping Date;Ship Mode;Customer ID;Product ID;Quantity;Purchasing Price;Planned Sales Price;Discount
CA-2016-152156;8/11/2016;11/11/2016;Second Class;CG-12520;FUR-BO-10001798;2;157.17599999999999;261.95999999999998;0
CA-2016-152156;8/11/2016;11/11/2016;Second Class;CG-12520;FUR-CH-10000454;3;402.56700000000001;731.93999999999994;0.1
CA-2016-138688;12/6/2016;16/6/2016;Second Class;DV-13045;OFF-LA-10000240;2;8.7719999999999985;14.62;0.05
CA-2016-161389;5/12/2016;10/12/2016;Standard Class;IM-15070;OFF-BI-10003656;3;203.98800000000003;407.97600000000006;0.06
CA-2016-137330;9/12/2016;13/12/2016;Standard Class;KB-16585;OFF-AR-10000246;7;10.702999999999999;19.459999999999997;0.06
CA-2016-137330;9/12/2016;13/12/2016;Standard Class;KB-16585;OFF-AP-10001492;7;36.203999999999994;60.339999999999996;0.15
CA-2016-121755;16/1/2016;20/1/2016;Second Class;EH-13945;OFF-BI-10001634;2;7.571200000000001;11.648000000000001;0.06
CA-2016-121755;16/1/2016;20/1/2016;Second Class;EH-13945;TEC-AC-10003027;3;54.342000000000006;90.570000000000007;0
CA-2016-117590;8/12/2016;10/12/2016;First Class;GH-14485;TEC-PH-10004977;7;713.40360000000021;1097.5440000000003;0.25
CA-2016-117590;8/12/2016;10/12/2016;First Class;GH-14485;FUR-FU-10003664;5;114.55199999999999;190.92;0
CA-2016-101343;17/7/2016;22/7/2016;Standard Class;RA-19885;OFF-ST-10003479;2;46.727999999999994;77.88;0
CA-2016-118255;11/3/2016;13/3/2016;First Class;ON-18715;TEC-AC-10000171;2;22.99;45.98;0
CA-2016-118255;11/3/2016;13/3/2016;First Class;ON-18715;OFF-BI-10003291;2;11.349;17.46;0
CA-2016-169194;20/6/2016;25/6/2016;Standard Class;LH-16900;TEC-AC-10002167;3;31.499999999999996;45;0
CA-2016-169194;20/6/2016;25/6/2016;Standard Class;LH-16900;TEC-PH-10003988;2;15.26;21.8;0
CA-2016-105816;11/12/2016;17/12/2016;Standard Class;JM-15265;OFF-FA-10000304;7;7.6300000000000008;15.260000000000002;0
CA-2016-105816;11/12/2016;17/12/2016;Standard Class;JM-15265;TEC-PH-10002447;5;514.97500000000002;1029.95;0
CA-2016-111682;17/6/2016;18/6/2016;First Class;TB-21055;OFF-ST-10000604;6;135.56399999999999;208.56;0
CA-2016-111682;17/6/2016;18/6/2016;First Class;TB-21055;OFF-PA-10001569;5;19.440000000000001;32.400000000000006;0
CA-2016-111682;17/6/2016;18/6/2016;First Class;TB-21055;FUR-CH-10003968;5;223.58700000000002;319.41000000000003;0
CA-2016-111682;17/6/2016;18/6/2016;First Class;TB-21055;OFF-PA-10000587;2;10.192;14.56;0
